gene chr NA skat
TMEM88 17 NA 0.020422920136367
SSC5D 19 NA 0.0167290626406377
CAPN1 11 NA 0.0188633571998863
CNOT1 16 NA 0.0282235493136779
PARVG 22 NA 0.0276472195134266
TMEM244 6 NA 0.0758667684729944
CCDC86 11 NA 0.134448878789083
JAZF1 7 NA 0.026537985013923
LILRA4 19 NA 0.17443032431802
NPSR1 7 NA 0.0261905961567298
CEACAM18 19 NA 0.0210892157170999
MIOX 22 NA 0.0245625540805709
METTL5 2 NA 0.0737010723391723
RND1 12 NA 0.0328962684859523
KCNIP2 10 NA 0.0329018977654138
AICDA 12 NA 0.0329018977654138
UBE2N 12 NA 0.0329018977654138
PSMA3 14 NA 0.0329018977654138
KRTAP29-1 17 NA 0.0329018977654138
CELF5 19 NA 0.0329018977654138
KLF16 19 NA 0.0329018977654138
ZNF580 19 NA 0.0329018977654138
METTL18 1 NA 0.0329018977654138
PCP4L1 1 NA 0.0329018977654138
RNF11 1 NA 0.0329018977654138
SLC35G2 3 NA 0.0329018977654138
TMEM128 4 NA 0.0329018977654138
DYNLT1 6 NA 0.0329018977654138
MPC1 6 NA 0.0329018977654138
CASP2 7 NA 0.0329018977654138
COLGALT1 19 NA 0.0257469337695654
ANGPTL1 1 NA 0.0244801315876233
WDR92 2 NA 0.033000198805079
AMBP 9 NA 0.025376239643954
CLK3 15 NA 0.0202347156664084
AGAP5 10 NA 0.0998933689255267
MAD2L1BP 6 NA 0.0998933689255267
ZFP36L2 2 NA 0.0257370546568745
PIGW 17 NA 0.0238814933174551
DGKG 3 NA 0.0264335979267578
PTGES2 9 NA 0.0220991145993734
VIT 2 NA 0.0207696352014512
MED15 22 NA 0.0257691484629135
DDB1 11 NA 0.0336993802880199
HOOK1 1 NA 0.0337037826878294
SERPINA10 14 NA 0.155542008706713
SMIM21 18 NA 0.0284408862599933
ABCA2 9 NA 0.383455692025204
FAM109B 22 NA 0.0284011837664476
MYT1 20 NA 0.0263979117704246
CENPE 4 NA 0.0926461444777802
ZNF502 3 NA 0.0244541297246767
CYP51A1 7 NA 0.0222204829995246
FGFBP1 4 NA 0.0285661336923979
RINL 19 NA 0.0266242714721391
ANGEL1 14 NA 0.02867903193871
SIRPA 20 NA 0.0271969089213239
C3orf70 3 NA 0.0281410255089258
NGRN 15 NA 0.082069517803823
SMPD1 11 NA 0.0256964678710179
MUC3A 7 NA 0.0214645325332186
STK36 2 NA 0.0265290738524683
SSRP1 11 NA 0.0287173406378196
TMEM87A 15 NA 0.022635216600427
RNGTT 6 NA 0.104014972442965
CARD8 19 NA 0.0766090849654468
OR7D4 19 NA 0.02919359646891
ZKSCAN2 16 NA 0.0255167627252036
METTL4 18 NA 0.0308133047777538
TSPAN31 12 NA 0.0358305727922701
VAC14 16 NA 0.0358305727922701
RBM42 19 NA 0.0358305727922701
FAM46B 1 NA 0.0358305727922701
HNRNPCL1 1 NA 0.0358305727922701
PAX7 1 NA 0.0358305727922701
SLC22A5 5 NA 0.0358305727922701
MTURN 7 NA 0.0358305727922701
SSBP1 7 NA 0.0358305727922701
PSAT1 9 NA 0.0358305727922701
SOX30 5 NA 0.144286632689254
MYRIP 3 NA 0.570670346278071
TRAPPC9 8 NA 0.362091280950388
OSMR 5 NA 0.0287733845360596
TANGO6 16 NA 0.0392349062655939
SEC14L1 17 NA 0.0243224526786308
FOXD4L1 2 NA 0.0242611039529306
PADI2 1 NA 0.020525037504536
CLDN7 17 NA 0.0283530013785906
ZNF33A 10 NA 0.283554704706941
PIM3 22 NA 0.0370310939654127
METTL7A 12 NA 0.0277860259639989
BRD9 5 NA 0.038201464640478
TEKT4 2 NA 0.0234480609753925
GRHPR 9 NA 0.037421905397144
ANKMY2 7 NA 0.1833221941727
MAP6 11 NA 0.0323053179023615
GJB2 13 NA 0.371400032226466
PLA2G4F 15 NA 0.26242555617805
CCDC116 22 NA 0.0348297218229775
CERS1 19 NA 0.0312235184052635
OR8K3 11 NA 0.0289902434307396
LIX1L 1 NA 0.031838154409516
GXYLT1 12 NA 0.0379240508312649
VPS36 13 NA 0.0379240508312649
CKLF-CMTM1 16 NA 0.0379240508312649
FOXC2 16 NA 0.0379240508312649
FLCN 17 NA 0.0379240508312649
MED9 17 NA 0.0379240508312649
SLC25A19 17 NA 0.0379240508312649
DTNA 18 NA 0.0379240508312649
CAMKMT 2 NA 0.0379240508312649
HPCAL1 2 NA 0.0379240508312649
MBLAC1 7 NA 0.0379240508312649
AK1 9 NA 0.0379240508312649
ATG13 11 NA 0.0891228800772358
DDHD2 8 NA 0.0296584523314496
BVES 6 NA 0.0251451228705523
EFNB2 13 NA 0.038137807292141
ISLR2 15 NA 0.038137807292141
MT1M 16 NA 0.038137807292141
PIP5K1A 1 NA 0.038137807292141
PCP4 21 NA 0.038137807292141
ARFIP1 4 NA 0.038137807292141
NFIL3 9 NA 0.038137807292141
PIP5KL1 9 NA 0.038137807292141
ZFC3H1 12 NA 0.165113463013923
XRCC1 19 NA 0.270290710087398
LEFTY2 1 NA 0.0287031865561296
ADAM21 14 NA 0.0413848128125609
ZNF282 7 NA 0.138175500004772
USP49 6 NA 0.0269770490043083
DYM 18 NA 0.414443484227868
SEMA4F 2 NA 0.0325708762227901
SOX6 11 NA 0.215594382134291
CR1 1 NA 0.0217308899668594
C19orf44 19 NA 0.0215172830172348
KIAA0368 9 NA 0.290382090362285
CTRB1 16 NA 0.369235693328963
C10orf54 10 NA 0.0232496365851024
SRRM1 1 NA 0.127323673430094
OVCH2 11 NA 0.0242865494666667
PRRC2A 6 NA 0.0235617572691007
CCDC173 2 NA 0.0318891151251216
EPHA10 1 NA 0.512483252889586
LGALS16 19 NA 0.232503546208125
OR1S1 11 NA 0.0906216341697449
DDI1 11 NA 0.0322640352852057
DCAF4 14 NA 0.185741487278156
CDCA3 12 NA 0.0849435019505719
RASA3 13 NA 0.0268568408658279
KLRD1 12 NA 0.0399518876030501
RITA1 12 NA 0.0399518876030501
SPATS2 12 NA 0.0399518876030501
CCDC137 17 NA 0.0399518876030501
B3GALNT2 1 NA 0.0399518876030501
LYPLA2 1 NA 0.0399518876030501
EWSR1 22 NA 0.0399518876030501
AHSA2 2 NA 0.0399518876030501
SLC2A2 3 NA 0.0399518876030501
SFRP2 4 NA 0.0399518876030501
BEND3 6 NA 0.0399518876030501
TRBV11-1 7 NA 0.0399518876030501
FGF17 8 NA 0.0399518876030501
PDCL 9 NA 0.0399518876030501
KLF6 10 NA 0.0399632300184073
TDRD3 13 NA 0.0399632300184073
TMEM251 14 NA 0.0399632300184073
EIF3J 15 NA 0.0399632300184073
TMEM98 17 NA 0.0399632300184073
OTUD3 1 NA 0.0399632300184073
KRTAP24-1 21 NA 0.0399632300184073
MGAT5 2 NA 0.0399632300184073
RNF103-CHMP3 2 NA 0.0399632300184073
POLR3G 5 NA 0.0399632300184073
KRTAP5-5 11 NA 0.0399632098064347
FRY 13 NA 0.0308202734705712
TMF1 3 NA 0.027988993439815
NT5E 6 NA 0.137619962542034
LAPTM4B 8 NA 0.149332148791523
RBM43 2 NA 0.0406352183500007
SFMBT1 3 NA 0.0407618612190734
SHMT1 17 NA 0.033799119009751
PLEKHG4B 5 NA 0.887352191928789
ZCCHC10 5 NA 0.0290911237538869
ABCD2 12 NA 0.104516473293715
NOL3 16 NA 0.077643795084006
TNIP2 4 NA 0.0291023970712851
WDHD1 14 NA 0.027813365475882
PTPRS 19 NA 0.0236533595569476
SMO 7 NA 0.0394948837321751
RFC1 4 NA 0.0531282385077201
TPCN1 12 NA 0.0314713863836472
ACAD10 12 NA 0.0870950506504724
PIEZO1 16 NA 0.235872649302739
TRIM24 7 NA 0.0311291909983623
SHC2 19 NA 0.0278374325084888
CRIM1 2 NA 0.0236943748933967
FUOM 10 NA 0.0377284987496846
ZNF727 7 NA 0.354238093471197
SST 3 NA 0.0878470140798088
JARID2 6 NA 0.256608013487467
SCUBE1 22 NA 0.0311958625158722
MDGA1 6 NA 0.104735482699453
GRIK3 1 NA 0.027655797707761
OR2D2 11 NA 0.0297433886655833
RAB4B 19 NA 0.118496846255028
RAB4B-EGLN2 19 NA 0.118496846255028
SPIRE1 18 NA 0.0425849408933811
CHERP 19 NA 0.0425849408933811
CENPU 4 NA 0.0425849408933811
PELO 5 NA 0.0425849408933811
AGPAT4 6 NA 0.0425849408933811
TAAR1 6 NA 0.0425849408933811
TRGC1 7 NA 0.0425849408933811
NCF4 22 NA 0.0307109962389947
ZNF138 7 NA 0.29588190227334
SEMA4B 15 NA 0.0283245109383007
FAM124A 13 NA 0.0319940579621463
DARS2 1 NA 0.0355085242996619
FBXO47 17 NA 0.10066919379339
SWT1 1 NA 0.0412103608019909
FBXO38 5 NA 0.0347918357544089
PMEPA1 20 NA 0.0259345005187597
PALD1 10 NA 0.0290190062669079
BTNL3 5 NA 0.08968751842263
PSG5 19 NA 0.118385654799665
TMC5 16 NA 0.0343699167458018
CEP68 2 NA 0.619572789376887
PHF21A 11 NA 0.0346711396692329
RGS20 8 NA 0.109218143072244
ZBTB4 17 NA 0.0473221400839065
DHX34 19 NA 0.0441328834419162
ATP1A2 1 NA 0.0329083662731455
ACTN1 14 NA 0.0439457937319118
UBQLNL 11 NA 0.0276670179755153
STX11 6 NA 0.56237700359596
INS 11 NA 0.0638006556746018
DCT 13 NA 0.231391081300069
BMP5 6 NA 0.0432724528267939
YAE1D1 7 NA 0.0357439951109744
PTPN14 1 NA 0.0524498977271478
AMZ1 7 NA 0.0504022457740339
TMEM247 2 NA 0.124089913860145
GSTM2 1 NA 0.0283525628594106
HN1 17 NA 0.136316316066691
STX4 16 NA 0.0384970519240841
SERPINB11 18 NA 0.0248335308387557
TP53RK 20 NA 0.0339160234551779
CDR2L 17 NA 0.0451058089133511
KIF3C 2 NA 0.0451058089133511
CALU 7 NA 0.0451058089133511
UFL1 6 NA 0.298352899263012
GMFG 19 NA 0.0327382710876132
HEATR5B 2 NA 0.0284949782757535
OR2Y1 5 NA 0.0620675683522366
HMGCLL1 6 NA 0.0286996150268853
PDZD3 11 NA 0.030357246864405
ZNF616 19 NA 0.0285983818598006
KIFC3 16 NA 0.0354752267769071
HMG20B 19 NA 0.033956450760184
VWA7 6 NA 0.139377327882137
MGAT2 14 NA 0.104615716300673
CPSF7 11 NA 0.0459428507261126
CLEC1B 12 NA 0.0459428507261126
SNRNP35 12 NA 0.0459428507261126
STRAP 12 NA 0.0459428507261126
SLC35E1 19 NA 0.0459428507261126
STX6 1 NA 0.0459428507261126
HSF2BP 21 NA 0.0459428507261126
CRISP2 6 NA 0.0459428507261126
MYH10 17 NA 0.0820013632395089
LCLAT1 2 NA 0.038152014155376
LAMC3 9 NA 0.0446632495604839
RPGRIP1 14 NA 0.306631690911628
FA2H 16 NA 0.484252264940725
C19orf68 19 NA 0.0462190271920172
ZYG11A 1 NA 0.197324444577074
MTR 1 NA 0.392230876510488
ABCD3 1 NA 0.0332829089633397
CTU1 19 NA 0.0466061993213129
NEXN 1 NA 0.0786051492895964
FBXL5 4 NA 0.0403577054736189
LSP1 11 NA 0.134544420522459
C8orf86 8 NA 0.0292639811019173
IDI2 10 NA 0.046903453759411
C16orf92 16 NA 0.046903453759411
CDIPT 16 NA 0.046903453759411
THOC1 18 NA 0.046903453759411
NOSIP 19 NA 0.046903453759411
ZFP82 19 NA 0.046903453759411
NSUN4 1 NA 0.046903453759411
SLC30A1 1 NA 0.046903453759411
CXCL5 4 NA 0.046903453759411
FGF2 4 NA 0.046903453759411
PSG9 19 NA 0.035303515074889
SIX4 14 NA 0.026889227483073
EEPD1 7 NA 0.31257101317638
RYR2 1 NA 0.999606276724772
ATP12A 13 NA 0.129700401380636
GUF1 4 NA 0.0356052526684436
SREBF2 22 NA 0.0265153911448631
CCDC77 12 NA 0.434151168886473
ZNF534 19 NA 0.150036821067733
OR11G2 14 NA 0.0478567094131558
PSMC6 14 NA 0.0478567094131558
RAB27A 15 NA 0.0478567094131558
CYB5A 18 NA 0.0478567094131558
OVOL3 19 NA 0.0478567094131558
GJC2 1 NA 0.0478567094131558
SYNC 1 NA 0.0478567094131558
HMX1 4 NA 0.0478567094131558
C5orf24 5 NA 0.0478567094131558
AKR1D1 7 NA 0.0478567094131558
NPHP4 1 NA 0.0249955046129708
C14orf180 14 NA 0.032301988920911
IGLV6-57 22 NA 0.0478394783680808
POLG 15 NA 0.027643062599902
MDK 11 NA 0.0480759025185064
HCAR2 12 NA 0.0480759025185064
GPR139 16 NA 0.0480759025185064
RNF166 16 NA 0.0480759025185064
ICAM2 17 NA 0.0480759025185064
HSPB6 19 NA 0.0480759025185064
SERTAD3 19 NA 0.0480759025185064
UQCR10 22 NA 0.0480759025185064
SUPT3H 6 NA 0.0480759025185064
NPR2 9 NA 0.0480759025185064
MAPK8IP2 22 NA 0.0378120637818216
SCEL 13 NA 0.0312451817101499
RXFP4 1 NA 0.2161611064037
ANKRD29 18 NA 0.0450681810174228
CASP12 11 NA 0.0467756957718784
AJUBA 14 NA 0.119886089818664
MRPL47 3 NA 0.048376767998466
TRAPPC8 18 NA 0.341857291993598
CCDC8 19 NA 0.143032549250381
POTEE 2 NA 0.0398070367435812
PSMD2 3 NA 0.0406664611220133
PMM1 22 NA 0.038731814829362
SMARCAL1 2 NA 0.030799417423102
C14orf28 14 NA 0.0487990082206714
ARHGDIA 17 NA 0.0487990082206714
HES7 17 NA 0.0487990082206714
KRT39 17 NA 0.0487990082206714
KRTAP9-8 17 NA 0.0487990082206714
ALKBH6 19 NA 0.0487990082206714
ICAM4 19 NA 0.0487990082206714
KCTD17 22 NA 0.0487990082206714
TRAIP 3 NA 0.0487990082206714
MRPL14 6 NA 0.0487990082206714
SRF 6 NA 0.0487990082206714
SLC39A14 8 NA 0.0487990082206714
WDR73 15 NA 0.0381330353640462
CSRNP1 3 NA 0.0868421742584793
MEGF9 9 NA 0.0305140276525397
TRIM45 1 NA 0.373802348962973
HPS4 22 NA 0.059553846543058
SESN2 1 NA 0.0402449942358638
MYLK3 16 NA 0.0382361240382607
ARHGEF3 3 NA 0.0379179190911146
CKAP2 13 NA 0.031543958475583
PHC3 3 NA 0.0311972412634152
GALNS 16 NA 0.0398718733000896
KRTAP10-6 21 NA 0.110982487397987
PRKAG3 2 NA 0.0353742744252612
AMACR 5 NA 0.0386363254600279
MAP3K12 12 NA 0.140176192044052
PAN3 13 NA 0.542963593697253
OR4S1 11 NA 0.0445508114835705
AGBL4 1 NA 0.0431452125620545
GJA9 1 NA 0.0376709378243704
HIST1H2AI 6 NA 0.0504475902207715
COL1A1 17 NA 0.201224084842739
CCDC179 11 NA 0.050683810752868
HMBS 11 NA 0.050683810752868
WDR20 14 NA 0.050683810752868
SLCO3A1 15 NA 0.050683810752868
IFI30 19 NA 0.050683810752868
NFIX 19 NA 0.050683810752868
ZNF576 19 NA 0.050683810752868
TRIM33 1 NA 0.050683810752868
LRRTM1 2 NA 0.050683810752868
PRR23B 3 NA 0.050683810752868
CAMK2D 4 NA 0.050683810752868
DND1 5 NA 0.050683810752868
ASB4 7 NA 0.050683810752868
TMEM176A 7 NA 0.050683810752868
TSPAN9 12 NA 0.0506838107535365
GCC1 7 NA 0.040285693751524
CREB3L4 1 NA 0.295132143038994
NEK4 3 NA 0.316677031287972
VENTX 10 NA 0.047452547606215
CTSB 8 NA 0.0403091826300038
PLOD1 1 NA 0.0292233316062328
POMZP3 7 NA 0.0391410621906188
TOLLIP 11 NA 0.0365201481505987
PGAP3 17 NA 0.0785573712494856
PTPN1 20 NA 0.185117277283017
FAM124B 2 NA 0.137365161754234
STRC 15 NA 0.171170262599212
NEBL 10 NA 0.0323996043954295
GLYAT 11 NA 0.0420465120392936
STAMBP 2 NA 0.283759005392795
KCNK18 10 NA 0.0513678455263502
TFPI 2 NA 0.0398260107824948
OSBP2 22 NA 0.030886146386135
S1PR4 19 NA 0.0299360573756657
RIT2 18 NA 0.107855087637947
FOPNL 16 NA 0.0412171784627437
LMF1 16 NA 0.275836116164045
CXXC1 18 NA 0.204085612562183
PHLPP2 16 NA 0.0287852643168682
MLH1 3 NA 0.928125287971021
NAT6 3 NA 0.0322115207299067
TMEM170A 16 NA 0.052275209821586
FAM46C 1 NA 0.0893534920466877
ADRA2B 2 NA 0.0290679873251605
TEP1 14 NA 0.0670225975810956
KANSL2 12 NA 0.0405512427738797
RSPO2 8 NA 0.132919730916716
SLC25A32 8 NA 0.0526182334654837
OR2A7 7 NA 0.130571398724684
MON2 12 NA 0.029114431254941
HBEGF 5 NA 0.0360281841901917
P2RX6 22 NA 0.0428025655586794
ASTN1 1 NA 0.767200179652702
SLC12A9 7 NA 0.0415491188423502
PIGF 2 NA 0.066365502487354
XIRP2 2 NA 0.532427034318399
ZSWIM4 19 NA 0.22525369494629
GRM5 11 NA 0.0435958595440181
PHOSPHO2 2 NA 0.206590066747969
FTMT 5 NA 0.0417334124568676
LCN12 9 NA 0.104585501354271
C17orf74 17 NA 0.0308145874084644
TMEM138 11 NA 0.0535955715581962
RAB20 13 NA 0.0535955715581962
NME1 17 NA 0.0535955715581962
FLAD1 1 NA 0.0535955715581962
SPHAR 1 NA 0.0535955715581962
GZMK 5 NA 0.0535955715581962
RDH8 19 NA 0.053595571556555
TIGD7 16 NA 0.0430858996029578
LRP1 12 NA 0.0297082352709123
COLEC12 18 NA 0.0303590889812629
PRAMEF4 1 NA 0.130458807081452
HIST1H1C 6 NA 0.253473017082001
HLA-A 6 NA 0.134215894947669
DYRK1B 19 NA 0.0362780908428431
ANKK1 11 NA 0.0843956998737445
PIGS 17 NA 0.149032132998328
MICU1 10 NA 0.0544868391134924
PRKG1 10 NA 0.0544868391134924
ZNF503 10 NA 0.0544868391134924
RBM4B 11 NA 0.0544868391134924
HOMER2 15 NA 0.0544868391134924
TIMM21 18 NA 0.0544868391134924
CKS1B 1 NA 0.0544868391134924
COG2 1 NA 0.0544868391134924
KCNH1 1 NA 0.0544868391134924
LDLRAD2 1 NA 0.0544868391134924
MLF1 3 NA 0.0544868391134924
HAND1 5 NA 0.0544868391134924
FAM229B 6 NA 0.0544868391134924
DCC 18 NA 0.037721159865236
CYP2W1 7 NA 0.0348096025099226
BID 22 NA 0.307506846592911
UBE2C 20 NA 0.0453518605676721
LMO7 13 NA 0.0292649033432201
NUFIP2 17 NA 0.216596695733628
GATAD2B 1 NA 0.139508865049368
TCP11L2 12 NA 0.0424105532496168
DMP1 4 NA 0.0389405743275459
ACOT11 1 NA 0.0441793242656333
HAVCR2 5 NA 0.413066007684316
ZDHHC3 3 NA 0.0384456710045844
METTL7B 12 NA 0.0338246038513296
SLC34A2 4 NA 0.0457632372537704
TTLL9 20 NA 0.0811091064395576
PPFIBP1 12 NA 0.423071808915541
SLC14A2 18 NA 0.03516148744298
CALML4 15 NA 0.145205222727061
EPHB1 3 NA 0.0404084362754612
SLC10A7 4 NA 0.0450484944305754
KCNMB2 3 NA 0.149752968721436
CYP11A1 15 NA 0.058608112190457
SFT2D3 2 NA 0.093980850885029
ZDHHC21 9 NA 0.0442221896428132
DOC2A 16 NA 0.0429519654927806
ERCC3 2 NA 0.763343628621479
ZNF165 6 NA 0.173604496859576
TPRA1 3 NA 0.0463619993111367
TRAV26-2 14 NA 0.0568682376083739
MESP1 15 NA 0.0568682376083739
ANKRD13B 17 NA 0.0568682376083739
ZNF671 19 NA 0.0568682376083739
AGO3 1 NA 0.0568682376083739
MRTO4 1 NA 0.0568682376083739
GCNT7 20 NA 0.0568682376083739
SLC52A3 20 NA 0.0568682376083739
OR6V1 7 NA 0.0568682376083739
URGCP-MRPS24 7 NA 0.0568682376083739
C8orf46 8 NA 0.0568682376083739
SNAI2 8 NA 0.0568682376083739
ZNF701 19 NA 0.0480563684128398
POC1B 12 NA 0.0433756439923442
UGT2A3 4 NA 0.0328669630392068
C11orf31 11 NA 0.0574637637813757
TAS2R46 12 NA 0.0574637637813757
PSMC5 17 NA 0.0574637637813757
NSL1 1 NA 0.0574637637813757
CYTH4 22 NA 0.0574637637813757
TGFA 2 NA 0.0574637637813757
FOXL2 3 NA 0.0574637637813757
GPR160 3 NA 0.0574637637813757
ANAPC4 4 NA 0.0574637637813757
RPL9 4 NA 0.0574637637813757
TRAPPC3L 6 NA 0.0574637637813757
ALKBH4 7 NA 0.0574637637813757
ATP6V0D2 8 NA 0.0574637637813757
KHDRBS3 8 NA 0.0574637637813757
PLEKHD1 14 NA 0.0575884830344543
RHOT1 17 NA 0.0575884830344543
PVR 19 NA 0.0575884830344543
CDCA8 1 NA 0.0575884830344543
HSD3B2 1 NA 0.0575884830344543
SLC2A1 1 NA 0.0575884830344543
TTC32 2 NA 0.0575884830344543
P2RY14 3 NA 0.0575884830344543
CLVS2 6 NA 0.0575884830344543
OR13C2 9 NA 0.0575884830344543
MSH5-SAPCD1 6 NA 0.0430228165963824
NRP1 10 NA 0.0354253131355172
HIVEP2 6 NA 0.73798029802705
CRYGD 2 NA 0.0354349106499073
TYRO3 15 NA 0.399883944631806
ATXN2L 16 NA 0.0473358949592202
LZTR1 22 NA 0.0447273926572734
HIF1A 14 NA 0.112566127103227
ZNF665 19 NA 0.105336838008789
EXOSC7 3 NA 0.0948521620689266
TMEM88B 1 NA 0.0583246452680701
MYO6 6 NA 0.0419970699672228
FERMT3 11 NA 0.0342850492601665
MCHR1 22 NA 0.0387488106490432
PELI2 14 NA 0.036919565227497
GAD2 10 NA 0.0415682458649198
MAVS 20 NA 0.04485345344563
TEX101 19 NA 0.148231291594487
AREG 4 NA 0.0592456889384186
ZNRF3 22 NA 0.0378686726725276
SPNS2 17 NA 0.195470175950391
TMEM176B 7 NA 0.134934116510482
ZNF107 7 NA 0.406211080413823
SOHLH1 9 NA 0.0431627795096814
GTSE1 22 NA 0.0797679792157329
ARSB 5 NA 0.0439240074283715
AKR1E2 10 NA 0.218404820896726
DCAF17 2 NA 0.158221817254718
RNH1 11 NA 0.768564844158838
OR5AP2 11 NA 0.108014285983697
MSH5 6 NA 0.0453761900782912
GPR180 13 NA 0.0451594644686315
ELSPBP1 19 NA 0.062847894259031
FCGRT 19 NA 0.0385828546840165
GABRB3 15 NA 0.132760249375797
TM6SF2 19 NA 0.313926077758352
SOGA3 6 NA 0.136627644632884
ZCCHC9 5 NA 0.0503009172511538
CERS6 2 NA 0.0488331868586311
OR56A1 11 NA 0.0560817194229986
ZNF692 1 NA 0.0763237954597095
AP2A2 11 NA 0.527530383757223
SLC7A11 4 NA 0.106007933873557
MPPED1 22 NA 0.077747138722938
JOSD1 22 NA 0.0474418917633284
ZC3H12A 1 NA 0.330503730635463
ADAM32 8 NA 0.0457342012622653
CDO1 5 NA 0.0500828252642936
IL17REL 22 NA 0.127341307726526
B3GNT7 2 NA 0.09714365928535
SYT8 11 NA 0.0814045068321638
NUDT18 8 NA 0.301223953990908
CDH18 5 NA 0.0509161073522021
IRF4 6 NA 0.0509161073522021
SIT1 9 NA 0.0599914431141124
PIP5K1C 19 NA 0.0542596995369432
SLA 8 NA 0.140835396406986
SDR39U1 14 NA 0.14668455793403
ZNF513 2 NA 0.0493930113912867
KRT27 17 NA 0.0469491206578945
ZNF592 15 NA 0.0389504615413129
DAB2 5 NA 0.140572858707832
GIMAP6 7 NA 0.0358845065891969
SLC38A6 14 NA 0.0432477816504531
PIGQ 16 NA 0.0381361898663289
TMEM143 19 NA 0.191611549575375
FAM175A 4 NA 0.0623465504492004
RBM4 11 NA 0.062307928483714
TEX12 11 NA 0.062307928483714
MUC8 12 NA 0.062307928483714
RBP5 12 NA 0.062307928483714
SCN8A 12 NA 0.062307928483714
PRKCG 19 NA 0.062307928483714
SMG9 19 NA 0.062307928483714
ADAM17 2 NA 0.062307928483714
QPCT 2 NA 0.062307928483714
RBM45 2 NA 0.062307928483714
CCDC58 3 NA 0.062307928483714
LYRM7 5 NA 0.062307928483714
RHAG 6 NA 0.062307928483714
CTDP1 18 NA 0.0415544336421053
CCDC172 10 NA 0.0623465738440739
C11orf94 11 NA 0.0623465738440739
TRAF6 11 NA 0.0623465738440739
KAT7 17 NA 0.0623465738440739
UBBP4 17 NA 0.0623465738440739
PHF13 1 NA 0.0623465738440739
CHN1 2 NA 0.0623465738440739
GMPPB 3 NA 0.0623465738440739
SPINK14 5 NA 0.0623465738440739
LEP 7 NA 0.0623465738440739
OR2F2 7 NA 0.0623465738440739
PODXL 7 NA 0.0623465738440739
PPP3CC 8 NA 0.0623465738440739
C9orf170 9 NA 0.0623465738440739
CD300C 17 NA 0.050607651314427
ZNF333 19 NA 0.0426343314797824
FAM208B 10 NA 0.0358418999439358
KIAA0922 4 NA 0.455335376589654
ZNF835 19 NA 0.737186067186622
CLEC2A 12 NA 0.0625549704742117
AGRP 16 NA 0.0625549704742117
IGHV2OR16-5 16 NA 0.0625549704742117
LMAN1 18 NA 0.0625549704742117
RSG1 1 NA 0.0625549704742117
RBPJ 4 NA 0.0625549704742117
BOD1 5 NA 0.0625549704742117
SND1 7 NA 0.0625549704742117
PPP1R3B 8 NA 0.559033741779265
TCOF1 5 NA 0.390358830168985
NKX2-2 20 NA 0.0626398131322652
NISCH 3 NA 0.372160753592464
FNDC1 6 NA 0.482961668733154
JDP2 14 NA 0.0629426213828891
RHOT2 16 NA 0.185068010094486
RARA 17 NA 0.0630483793961397
CDC42EP1 22 NA 0.041415964286976
SNW1 14 NA 0.0623900497390809
PTPMT1 11 NA 0.0633793633677026
SAA1 11 NA 0.0633793633677026
NTF3 12 NA 0.0633793633677026
SLC46A3 13 NA 0.0633793633677026
SNRNP25 16 NA 0.0633793633677026
ST3GAL2 16 NA 0.0633793633677026
SEPT4 17 NA 0.0633793633677026
EFR3B 2 NA 0.0633793633677026
TEC 4 NA 0.0633793633677026
GPR85 7 NA 0.0633793633677026
DYNC2LI1 2 NA 0.0442458125605019
FURIN 15 NA 0.168011008969918
AGA 4 NA 0.0522486266585343
DBP 19 NA 0.217777745129402
MARCH11 5 NA 0.050671054077176
VCL 10 NA 0.0425857546909127
ZNF233 19 NA 0.247050896094645
SFTA3 14 NA 0.0521068738610409
FGL2 7 NA 0.0553449803375517
SLC35F4 14 NA 0.0643942672150314
TRDV1 14 NA 0.0643942672150314
PSMD11 17 NA 0.0643942672150314
C1orf56 1 NA 0.0643942672150314
TAF12 1 NA 0.0643942672150314
DAPL1 2 NA 0.0643942672150314
FOXN2 2 NA 0.0643942672150314
TRIP12 2 NA 0.0643942672150314
HAND2 4 NA 0.0643942672150314
GOLPH3 5 NA 0.0643942672150314
GATA2 3 NA 0.142359668450257
TRIM4 7 NA 0.0644562187465666
MYOCD 17 NA 0.940759812632986
ZNF276 16 NA 0.0373368569117414
MOCS1 6 NA 0.0425971375166356
SORCS2 4 NA 0.0479618381033821
NDRG1 8 NA 0.0515389467487699
STK32C 10 NA 0.0661467834544804
ZNF804A 2 NA 0.0454971263191956
ZCCHC7 9 NA 0.0517523797391315
NUGGC 8 NA 0.157280022811235
PI4K2A 10 NA 0.0434212546448439
OR4D1 17 NA 0.045989333610155
OR1L8 9 NA 0.0519992882134674
PAXIP1 7 NA 0.16483663121071
C5orf60 5 NA 0.389976481059505
BIRC7 20 NA 0.0473052740634094
PTK6 20 NA 0.0454750193260503
KRTAP12-4 21 NA 0.171150506808796
PGBD1 6 NA 0.0485539765689687
ENTPD1 10 NA 0.0551939370457455
AAMDC 11 NA 0.0662210902073933
CSMD1 8 NA 0.323058604286661
NCKIPSD 3 NA 0.194374763627158
UBE2J2 1 NA 0.0551279063186451
KLHDC9 1 NA 0.171736293472125
RPGRIP1L 16 NA 0.165571889237909
SOWAHC 2 NA 0.0517328634667869
CYS1 2 NA 0.0666905920340597
GABRR2 6 NA 0.0565575549737213
MGAT1 5 NA 0.0521212821136882
HFE2 1 NA 0.145292456910929
TUBB8P7 16 NA 0.401768942612561
