Gene Start (bp)	Associated Gene Name
68485219	OR7E33P
42873354	EIF4EBP2P2
14507338	POTEC
80726136	RP11-210M15.1
62439429	RP4-583P15.11
35772160	RP11-112J3.16
68863811	ELL2P3
62540308	RNU1-134P
43000890	snoU13
62550834	MIR941-2
35811473	AL133410.1
43031316	CTD-2036P10.3
80846950	RP11-379K22.2
68875737	HNRNPA1P18
62551085	MIR941-3
35859059	OR13E1P
44420576	DNTTIP1
62551365	MIR941-1
43093166	KRT8P50
35874807	NDUFA5P4
44542731	TCEB3CL2
68905470	RPL37P21
62572818	MIR1914
43231508	FDPSP4
27011584	JAM2
35909480	LINC00961
62573984	MIR647
69208322	RPS3AP52
43407897	RPS3AP47
10342736	AL023913.1
35930009	RP11-327L3.3
10366427	SDAD1P2
69228704	RPL12P34
43423206	SPCS2P1
145409038	SLC52A2
62665697	LINC00176
35943207	PGAM1P2
44663389	RP11-49K24.5
57600522	ATP5E
44548658	TCEB3CL
69267938	RN7SL761P
10593509	RP5-1099D15.1
43476277	RP11-473C18.3
44760813	RNU6-1131P
69559190	ZDHHC20P4
10625847	JAG1
43539878	Y_RNA
35971341	YBX1P10
44812096	CTD-2130O13.1
69675964	SNRPFP3
43560102	ATP5HP1
63418071	RPS27L
62688156	RP13-152O15.5
69796478	LINC00383
10653576	RP11-103J8.1
43594294	RP11-402F9.3
35991333	OR13C6P
62921540	CICP4
69885465	LINC00401
43683633	RN7SL487P
44906867	MIR4527
44554573	TCEB3C
43894741	RNU6-554P
69982348	SRSF1P1
43905880	snoU13
45027543	RP11-157P23.2
36002993	AL138834.1
10733738	RP1-278O22.1
43929830	RNU6-610P
62921738	LINC00266-1
36013181	OR2S1P
43941321	PDIA3P2
70377072	RNY3P10
45156483	TPMTP1
10733926	RP1-278O22.2
80872370	RP11-379K22.3
70468233	PSMC1P13
45229546	RP11-767C4.1
36021689	OR2AM1P
10855981	RP4-697P8.3
80873444	MIR5572
80956113	RNU6-380P
45379604	RP11-380M21.2
36267780	RNU4-53P
80985557	RP11-28H5.2
70681345	ATXN8OS
10869230	FAT1P1
45404666	RP11-380M21.4
36303496	HMGB3P24
81134319	MIR549
44558943	TCEB3B
10981952	RP11-103J8.2
45696155	RNU6-708P
71033596	RNU6-54P
31728833	KRTAP13-6P
36823536	MIR4475
45918962	RNU7-191P
71497796	SOGA2P1
81188531	RP11-351M8.2
31747612	MIR4327
116237	FOXD4
36856552	RP11-344B23.2
46001858	RNA5SP456
11214818	RP4-734C18.1
71589273	LINC00348
46004932	RP11-23B5.1
31808784	KRTAP13-5P
36864251	MIR4540
81283145	RP11-775C24.3
46196971	MIR4743
36893459	MIR4476
71870342	RABEPKP1
31882625	KRTAP19-9P
43955852	AC011330.5
81289758	MIR4514
11326031	RPS11P1
37002694	RP11-297B17.3
46199946	RP11-426J5.2
72249199	H3F3BP1
31886931	KRTAP19-10P
81409976	ANP32BP3
37046832	RP11-297B17.2
11589084	RP5-1128N12.2
31898864	AP000567.27
72278313	RPL21P109
81595556	RP11-761I4.4
31909597	KRTAP19-11P
11601699	PGAM3P
37073528	RP11-465M18.1
31964786	AP001069.1
37078810	RP11-220I1.5
72420113	RPL35AP31
11665792	RP11-268G13.1
81616718	RP11-761I4.3
11781111	LINC00687
32114098	KRTAP21-4P
72487842	RPS10P21
32135000	AP000244.11
11790813	AL080274.1
32174560	KRTAP8-2P
72552226	RNA5SP32
11799469	RN7SKP111
37079893	RP11-220I1.1
32179250	KRTAP8-3P
73028040	SNORD37
11819003	RP5-1012F16.2
63481668	RAB8B
73034270	RPL18AP17
32201357	KRTAP7-1
11890052	RP4-742J24.2
73034657	SNORA68
32201362	AP000244.1
12224543	RP4-796I8.1
73160818	SNORA9
12286261	RP11-102J14.1
73277831	RPL21P110
32432919	UBE3AP2
94789780	HSPE1P22
12360704	PA2G4P2
73280155	RNU6-80P
44441215	UBE2C
94871140	RP11-100G15.2
12845850	RP5-1069C8.2
37112545	RP11-220I1.2
73425226	AL391384.1
32824779	AP000563.2
94871295	RP11-100G15.3
73455246	RNU6-79P
37160134	Y_RNA
32931558	AP000251.3
73610539	PSMD10P3
12915525	RP5-1069C8.3
37205109	RP11-220I1.4
32999440	FBXW11P1
37296020	AL158155.1
55066548	GCNT7
12930986	RP11-157E14.1
73674713	FABP5P1
57608200	SLMO2
37322256	Y_RNA
94872450	RP11-100G15.4
145410334	FBXL6
37383175	RP11-397D12.4
13054315	RP4-718P11.1
73687052	RNU6-66P
37434174	CHCHD4P3
73698849	AL354720.1
13218448	ISM1-AS1
37459392	RN7SL463P
73765665	RNU4-10P
43991686	STRCP1
44633774	HDHD2
73801284	RNY1P8
13224711	RP5-1077I2.3
37477146	RP11-405L18.2
73981905	MARK2P12
13373324	GAPDHP2
13936410	AL117333.1
73987610	LINC00393
37490418	RP11-405L18.4
13953962	RNU6-278P
27088815	ATP5J
13984154	RPS3P1
74138381	LINC00392
37509147	RP11-613M10.6
14108046	AIMP1P1
74805594	LINC00402
14203687	RN7SL864P
37636685	RAB1C
74863237	RNY1P5
14332966	RNU6-228P
125677845	ZBTB26
14527830	RNF11B
74951300	RPL21P108
37661744	RN7SKP171
81702858	CTD-2240J17.1
55092243	FAM209A
14535030	MACROD2-IT1
37836041	RP11-3J10.7
74993310	LINC00381
49913177	DTWD1
81719789	CTD-2034I4.1
94872857	RP11-100G15.5
37878113	PAICSP1
14738209	RPS10P2
81846344	CTD-2034I4.2
2774715	CPXM1
37885680	RP11-3J10.4
14864899	MACROD2-AS1
81926228	RP11-499F3.1
75117975	LINC00347
37936704	RNU7-124P
55108302	FAM209B
14914489	RP5-974N19.1
38147425	U8
94873147	MTND4P15
81952823	RP11-499F3.2
38190404	snoU13
15002199	RNU6-1159P
38360424	RP11-113O24.3
15003498	RNU6-115P
43994561	RNU6-353P
82245644	RP11-276M12.1
15261410	RNA5SP475
38452779	RP11-403F21.1
44005342	snoU13
15532802	RP11-388K2.1
82302553	RP11-597K23.1
15539025	AL121584.1
38478468	RP11-403F21.3
82336635	AC026956.1
75402690	RIOK3P1
15600139	ENSAP1
82466565	RNU1-77P
75683724	RNU6-38P
38486856	RP11-392E22.1
16204395	PPIAP17
75710291	SSR1P2
44019116	CATSPER2P1
38504444	VN1R48P
16390942	AL118509.1
75783114	AL162571.1
41164412	RHOV
38526828	RP11-392E22.3
16566978	RPLP0P1
75812080	CTAGE11P
16651286	Y_RNA
38527094	FAM220BP
75824616	LINC01078
16664753	RPL7AL3
82590891	ADAMTS7P1
91411822	FURIN
75949647	TBC1D4-AS1
38540564	RP11-392E22.12
16695489	RP4-705D16.3
23004684	NIPA2
38542311	CYP4F33P
16838607	RP5-1195D24.1
76123909	RP11-29G8.3
38542386	RP11-392E22.10
16963477	U3
38542476	RP11-392E22.11
17168155	RNU6-27P
44661027	IER3IP1
17168779	RP1-298M8.1
38543101	RP11-392E22.5
46352422	RP11-484L8.1
17189705	RNU1-131P
38566257	SNX18P3
46489321	RP11-1058N17.1
76178836	RP11-173B14.5
17459730	DYNLT3P1
145428004	ADCK5
46550073	RP11-15F12.1
76205407	RP11-173B14.4
17497488	RPS27AP2
38620471	FAM201A
76262692	FAM204CP
46576057	MIR4744
94894680	RP11-100G15.7
17556851	RN7SKP69
76452849	RP11-332E3.2
46642671	RP11-15F12.3
17579900	RP11-462D18.2
76506531	LINC00561
17823227	AL035045.1
46732282	RP11-30L3.2
27106881	GABPA
17868007	RP5-905G11.3
38643039	RP13-198D9.3
76587159	LINC01034
46958114	RP11-110H1.9
17884406	RNU6-192P
38680003	RNU6-765P
76709067	RN7SL571P
55204358	TFAP2C
17943353	SNORD17
77460456	AC000403.1
46996173	RP11-110H1.1
38804004	RP11-402N8.1
77502200	BTF3P11
17992599	PTMAP3
47010906	RP11-110H1.4
39016966	VN2R3P
18040137	RP4-726N1.2
77555310	RPL7P44
47013709	MIR1539
39154072	RP11-290L7.2
47015615	SNORD58C
18070760	RPL15P1
57766075	ZNF831
77559003	DHX9P1
47017653	SNORD58A
39159068	RP11-290L7.5
44451853	TNNC2
33025906	AP000253.1
41186628	VPS18
47018034	SNORD58B
39173791	RP11-290L7.3
33036619	SNORA81
47021517	SRP72P1
63568217	APH1B
44026377	RNU6-354P
33039041	AP000254.8
39191097	RN7SL640P
77649649	MYCBP2-AS1
44085857	MIR1282
39368376	RP11-347J14.4
18076215	RNU7-137P
47025760	RP11-110H1.8
33078868	HMGN1P2
18094111	Y_RNA
44156091	Y_RNA
18150549	AL050321.1
39371062	FAM74A5
47176720	SMUG1P1
33108045	AP000255.6
44168047	PIN4P1
18200757	RP4-717M23.2
33212653	TPT1P1
39384503	RP11-347J14.8
47266193	RP11-813F20.2
44281259	ACTBP7
77654646	MYCBP2-AS2
18239200	RN7SL14P
125703112	RABGAP1
47340393	SCARNA17
39395734	RP11-347J14.7
18246334	RNU2-56P
78173890	SCEL-AS1
18275787	RN7SKP74
44355709	GAPDHP55
44681413	IER3IP1
18294409	RP4-568F9.3
47340503	SCARNA17
44564040	AC073940.1
78197507	RNY3P7
39443804	CTD-2173L22.4
47340731	SCARNA18
18303196	RP4-568F9.6
44571085	AC090519.2
78233548	SPTLC1P5
47397925	Y_RNA
44575957	AC090519.7
78272147	MIR3665
47472636	RNA5SP457
18309650	RNY4P11
47496091	RP11-813F20.4
78402357	EDNRB-AS1
18359693	LINC00851
47590165	ADAD1P2
39485380	RP11-381G8.1
18400804	GCNT1P1
47625112	RP11-689E3.2
39631025	AL590812.1
47733370	RN7SL310P
18414486	RNA5SP476
47828560	RP11-1030E3.1
18451259	MIR3192
47845372	RNA5SP458
39651897	AL590812.3
47927311	AC105227.1
94903580	LINC00475
39654198	ATP5A1P9
18465909	RPL21P3
47984257	RPLP0P11
57875482	EDN3
41221538	DLL4
39720399	RN7SL462P
48195880	RP11-10I6.2
39722430	BX088645.3
18485277	RPS19P1
78493824	RNF219-AS1
18526352	AL121893.1
39722432	RP11-133G22.1
39860052	BX088645.2
18548064	LINC00493
39897660	BX664726.3
2795614	TMEM239
39900346	FAM74A1
18572974	RN7SL638P
39925026	RP11-95H8.5
18591691	RNU6ATAC34P
18623426	DUXAP7
78513297	RP11-318G21.4
40063116	VN2R4P
78521628	RN7SL810P
18655039	RP11-379J5.5
78563507	LINC01069
2795614	TMEM239
18763068	EEF1A1P34
78587018	LINC00446
94907365	snoU13
14728271	ANKRD30B
82647360	UBE2Q2P2
55743804	BMP7
78849855	RP11-203P2.2
40293025	RP11-111G23.1
78859973	SRGNP1
18768295	LINC00652
44746293	SKOR2
2795633	C20orf141
78929362	RNY3P3
78996958	RPL31P54
145448132	CPSF1
18775173	RP5-1068E13.7
79062317	TCEB1P23
40371838	VN2R5P
19106429	AL136090.1
94912664	RP11-100G15.10
82664459	UBE2Q2P6
19193496	RP11-97N19.2
79170264	RP11-52L5.6
79239973	AL139319.1
19222946	RP5-1027G4.3
40479776	RP11-292B8.2
125796806	GPR21
82710856	RP13-608F4.8
79335310	RPL21P111
19321940	AL049647.1
40491622	RP11-292B8.1
19570741	AL139429.1
121041	CBWD1
94933523	BEND3P2
79361454	LINC00331
94967638	RP11-62C3.6
82751614	CSPG4P8
19673853	RP4-718D20.3
95054743	SNORA84
40516806	RN7SL422P
79423366	HSPD1P8
40704468	RP11-395E19.5
95101940	RP11-62C3.8
40712985	RP11-395E19.2
40715662	FAM74A3
44589782	AC090519.6
19715460	AL121761.1
79483054	CCT5P2
44595115	AC090519.1
40740776	RP11-395E19.7
19738352	RP1-122P22.2
44603029	AC090519.5
33393279	HUNK-AS1
44603873	AC090519.4
79664918	NIPA2P5
40812916	BX664608.1
44614380	AC090519.3
33452629	LINC00159
41028804	ATP5A1P1
19804087	RPL12L3
44646889	RP11-616K22.1
79740254	BCAS2P3
41031936	CTD-2340F8.3
79963669	RNA5SP33
33524217	AP000261.1
44679518	RP11-616K22.2
20075045	RP5-1002M8.4
33632115	AP000265.1
41054827	CTD-2340F8.1
20194943	RP5-1178H5.2
33650174	MIS18A-AS1
44694883	RP11-516C1.1
79980444	RBM26-AS1
20233947	RPL17P1
33678775	AP000266.7
41214067	RP11-95K23.7
44726452	RN7SL347P
20239051	RP5-1096J16.1
44739775	HNRNPMP1
33714826	RN7SL109P
20297428	RN7SL690P
33749496	SNORA80
95290266	MIR4670
20640354	EIF4E2P1
80051499	NDFIP2-AS1
33869122	EXOSC3P1
44808848	CTD-2329K10.1
95301335	RP11-19J3.5
41277733	RP11-95K23.6
20701830	RP11-23O13.1
80140881	LINC01068
33910609	SNORA33
95439225	RP11-476B13.2
20719078	RN7SL607P
33935385	RNA5SP490
41285357	RP11-95K23.5
80378553	LINC01038
20834764	MRPS11P1
33944548	LINC00846
80446721	LINC00382
20951089	RP5-1177M21.1
41306133	FAM74A2
2815960	PCED1A
44819455	EIF3J-AS1
33993359	OR7E23P
80943561	RNU6-61P
41313945	RP11-95K23.3
21068245	LINC00237
81193233	HNRNPA1P31
33996726	AP000275.64
41418937	RP11-144A16.1
81228890	PWWP2AP1
21095364	RPL24P2
34100426	PAXBP1-AS1
41475787	RP11-144A16.2
44850027	RP11-151N17.1
81462483	ARF4P4
41504853	RP11-100J16.5
44989531	Y_RNA
34213806	AP000281.1
41516046	FAM74A6
81617805	RP11-521J24.1
34214171	SNORA70
34216677	AP000281.2
81689001	DPPA3P3
81778398	AL354806.1
45118569	CTD-2008A1.2
34285957	AP000282.2
41529583	RP11-144A16.5
81800000	LINC00564
81824573	RP11-452B18.2
34331196	AP000282.3
41588823	ZNF658B
81839882	RNU6-77P
81847026	HIGD1AP2
82264046	PTMAP5
41630397	RP11-100J16.4
41776064	RP11-45O22.1
83397266	GYG1P2
41796924	RP11-45O22.3
83719675	RP11-464I4.1
45357922	SMAD2
83872206	RNU6-67P
41799259	ATP5A1P8
84481436	VENTXP2
41879688	RP11-104G3.5
84594462	UBE2D3P4
85094238	MTND4P1
41884765	RBPJP5
85095860	MTND5P3
41954580	RP11-104G3.2
85136499	LINC00333
41961615	RP11-204M4.2
85639222	LINC00375
42031881	RN7SL763P
85937736	LINC00351
50150435	ATP8B4
42037464	SNORA70
86158883	RNU6-72P
42037568	RP11-204M4.1
86543134	MOB1AP1
86634948	RP11-30L8.1
42128839	AL772307.1
125871779	STRBP
86927755	DDX6P2
95571670	ANKRD19P
42250840	RP11-216M21.1
145464645	SLC39A4
91426925	FES
87377755	TXNL1P1
42266980	RP11-216M21.2
23043277	NIPA1
42275939	RP11-216M21.5
87564173	LINC00430
42276765	RP11-216M21.4
87871259	UBBP5
55904815	SPO11
88031727	LIN28AP2
42312410	RP11-216M21.6
88079455	RP11-342C20.2
42332815	MEP1AP1
88079469	MIR4500HG
21106624	PLK1S1
42363048	RP11-216M21.7
42378941	RNU6-1269P
63613577	CA12
42436293	RP11-146D12.6
88260162	RP11-29P20.1
88270920	MIR4500
42438100	SNX18P8
88453291	LINC00397
88459889	RP11-471M2.3
88542427	TET1P1
34430135	LINC00945
88795122	RP11-545P6.2
45118738	CTD-2008A1.1
88840114	AL354896.1
45135810	Y_RNA
42466317	FAM95B1
88888802	RPL29P29
45176814	RNU1-119P
45207000	CTD-2014N11.1
89193119	LINC00433
89279107	LINC00560
45211574	CTD-2014N11.2
89630701	GRPEL2P1
45219798	RNU6-1108P
45255028	RNU6-1332P
89867101	LINC01047
45262233	CTD-2014N11.3
58152564	PHACTR3
89901072	TRIM60P13
42478013	RP11-146D12.5
89925457	LINC00440
45265756	RNU6-966P
42491162	CNN2P2
45295062	RNU1-78P
90013414	SP3P
45333914	RP11-109D20.1
42493617	RP11-341A11.2
45339301	Y_RNA
90129862	LINC01040
42579907	AL591471.1
45365690	RP11-109D20.2
45444862	CTD-2651B20.1
42751727	IGKV1OR9-2
45462542	RP11-519G16.2
45490715	CTD-2651B20.7
42779314	AC129778.5
90200945	LINC00353
213108	C9orf66
45492523	CTD-2651B20.6
42779843	MTND1P12
90203487	RP11-75N6.3
18526867	ROCK1
45506646	SNORA11
90485411	RPL7L1P1
42808660	BMS1P14
90489424	SNORD38
45507745	CTD-2651B20.2
48340762	HNRNPA3P16
90644085	PEX12P1
45543884	CTD-2651B20.3
48349947	RPL17P46
90712506	LINC00559
90787966	RNA5SP34
48485637	Y_RNA
42845768	AC129778.2
48633124	RN7SL695P
90823120	FAR1P1
41245160	CHAC1
48684652	SRSF10P1
90882638	KRT18P27
48810103	RNU1-46P
42858072	AQP7P3
145478520	VPS28
90883436	MIR622
91145541	LINC01049
48872619	RP11-267C16.1
43007105	RP11-15E1.3
91434020	RNU6-75P
91543208	LINC00410
43009842	RP11-399F4.2
91675986	BRK1P2
43027748	CYP4F59P
91739508	LINC00380
43062929	SNX18P4
91779867	LINC00379
48947433	SS18L2P2
43065382	RP11-327I22.1
48959807	RP11-267C16.2
43102670	RP11-327I22.4
91924335	PPIAP23
21119597	RNA5SP477
49072717	snoU13
21129382	RP5-872K7.7
43122799	RNU6-538P
34484005	AP000289.6
49139009	RSL24D1P9
43140537	RP11-327I22.6
43144980	RP11-327I22.5
49213895	RP11-440L16.1
34528938	AP000290.7
92000074	MIR17HG
49371377	RPS8P3
34636178	IL10RB-AS1
43162901	MEP1AP3
21134664	RP4-777D9.2
49862731	RP11-25O3.1
95583259	RNU6-714P
50463664	AC090660.1
34681796	AP000295.10
95599108	EEF1DP2
82765134	RP11-152F13.3
50763471	hsa-mir-4528
43184068	RP11-327I22.8
34706877	USF1P1
51007205	RP11-671P2.1
21146846	RPS15AP1
34836773	AP000301.1
34853887	RPS5P3
92712097	RNU4ATAC3P
51094817	RP11-202D1.3
21246492	ZNF877P
92832968	FABP5P4
43313699	BX649597.1
44462449	SNX21
34854806	AP000302.58
92992047	GPC5-AS2
34890917	BTF3P6
43318619	RP11-186G6.5
93136859	GPC5-IT1
82769264	AC135995.1
21378456	RP11-227D2.3
82770180	RN7SL61P
93142416	MIR548AS
51105993	RP11-202D1.2
43399987	ATP5A1P5
93353642	GPC5-AS1
21405396	RN7SKP140
51131624	RPL29P32
21468882	RP5-984P4.1
82804003	GOLGA6L17P
43403148	BX649597.3
21482033	GSTM3P1
51612956	AC090666.1
43425713	BX649597.4
51668503	RP11-116K4.1
21492085	NKX2-2-AS1
35287838	LINC00649
51748654	SNORA37
21510840	RP5-984P4.4
43617727	RP11-366N18.2
51933259	SNRPGP2
82816060	DNM1P38
21722941	SLC25A6P1
43802781	RN7SL343P
43830636	RP11-24B13.2
52051804	RP11-61D1.2
21735866	RPL41P1
82829005	RP13-608F4.6
52234228	RP11-289E15.1
43838621	RP11-24B13.1
21928285	RP5-1185K9.1
52411981	RPSAP57
22034831	RP11-125P18.1
145483685	TONSL
43997830	CNN2P4
126118449	CRB2
22201192	RP5-1097P24.1
52546688	RP11-99A1.2
44011053	CR848007.5
82888224	ADAMTS7P2
95644849	RP11-526D8.7
22252690	RP5-828K20.1
44019596	CYP4F60P
52553097	RP11-839G9.1
55926066	RAE1
22260866	RP5-828K20.2
145369493	GS1-393G12.12
52621634	MAP1LC3P
44046989	SNX18P5
22324331	RP5-1004I9.2
52668527	AC098848.1
145449052	hsa-mir-939
44051024	CR848007.2
22380989	RP5-1004I9.1
52773135	CTD-2171N6.1
145454989	AC233992.1
2821349	VPS16
44076368	ANKRD20A7P
52813777	RNA5SP459
22528309	LINC00261
53119764	RP11-619L19.1
23255242	GOLGA8I
44107813	RNU6-599P
53146452	MIR4529
53159406	RP11-619L19.2
44147906	MEP1AP4
22568160	RP4-788L20.3
53303064	RPL21P126
82944773	RP11-152F13.7
22656710	RP11-359G22.2
44170447	BX649563.4
53388294	RP11-397A16.1
22713440	KRT18P3
44256580	RP11-175I6.5
35291350	RN7SL740P
22713848	AL158175.1
53443958	RP11-397A16.2
22866308	CYB5P4
82969419	RN7SL256P
44302232	BX005214.1
82970531	AC126339.1
53484398	RP11-397A16.3
22941171	RP11-189G24.2
82975314	RP13-608F4.5
53548919	RP11-214L13.1
22990846	RP4-753D10.5
95655980	SNX18P2
44333923	RP11-475I24.7
116765	IQSEC3
23012179	RP4-753D10.3
53560269	CTD-2008L17.1
82970479	CSPG4P9
44343366	RP11-475I24.1
23061083	AL118508.1
95675438	ALOX15P2
23105705	LINC00656
44384585	RP11-475I24.8
23141494	RNA5SP478
62310	DDX11L8
23168765	RP4-737E23.2
45613275	CTD-2651B20.5
23327578	RP3-322G13.7
44401766	RP11-475I24.3
64522	ABC7-42389800N19.1
27252861	APP
45622407	CTD-2651B20.4
83023847	UBE2Q2P3
23337231	RP3-322G13.5
45646977	RNU6-953P
44470360	ACOT8
44471985	RBPJP6
45722850	RP11-519G16.5
41271078	INO80
82418	AC215219.2
23361533	RNA5SP479
44477549	RP11-475I24.6
23438221	Y_RNA
45725248	MIR147B
23456337	CST12P
86602	RP11-598F7.1
45738661	RNU7-5P
44558938	ATP5A1P6
23497521	RP3-333B15.4
44562093	AL162415.4
156524	RP11-598F7.3
45740625	RP11-519G16.3
23499783	CST13P
44584983	AL162415.2
187411	RP11-598F7.4
95857221	RP11-274J16.5
45783782	snoU13
44672800	AL162415.1
23528401	CST9LP1
214664	RP11-598F7.5
44823714	RP11-160N1.9
23564282	RP11-218C14.2
216856	RP11-598F7.6
23612463	RP11-218C14.8
44850221	Y_RNA
23635862	RP11-218C14.5
17795253	RP5-905G11.5
44873417	RP11-160N1.8
45803334	HMGN2P46
17823227	AL035045.2
29105657	OR2N1P
23691957	CST2P1
50474393	SLC27A2
44998000	RP11-374M1.7
17853225	RP5-905G11.4
29149308	OR2J4P
23778778	XXyac-YX60D10.1
44997777	FAM27E4
29183059	OR2H4P
17874023	RP5-905G11.3
23899408	CSTP1
45001907	RP11-374M1.5
29191796	XXbac-BPG308J9.3
95909322	RP11-370F5.4
45004879	RP11-374M1.4
96137838	RNU6-829P
23961222	RP5-831C21.1
45019792	Y_RNA
29197050	OR2G1P
96180137	Y_RNA
23969929	POM121L3P
45829448	SNORA41
45034957	RP11-374M1.3
45850796	RP11-96O20.2
96192624	RP11-165J3.5
24123226	RP5-1100I6.1
29230500	OR2U1P
45858974	DPPA5P2
19747910	TUBA3C
24180403	RP5-1100I6.2
45108392	RP11-374M1.2
45884182	Y_RNA
24217891	RNU1-23P
96197614	RP11-165J3.6
29236259	OR2U2P
24278221	RP4-564O4.1
45997276	RP11-718O11.1
29258526	OR2B4P
45164578	RP11-449H15.2
24426027	GAPDHP53
29267067	BX908738.1
45363481	CDK2AP2P1
46391391	RP11-315O8.1
24472108	RP11-526K17.2
29297452	DDX6P1
45375910	MYO5BP1
46633552	RP11-640I2.1
24660183	RP5-860P4.2
19756173	RP11-408E5.4
29384641	OR12D1
45393845	RP11-187C18.5
24954807	RNU6-1257P
46643860	SNORD11
45424050	RP11-187C18.4
25079741	RP5-1025A1.2
29431944	UBDP1
46952856	RNU6-1014P
45484572	RP11-187C18.2
46985486	RP11-627D16.1
53670844	CTD-2008L17.2
29442373	MAS1LP1
47012391	RN7SKP101
96327975	AL353629.1
45562979	RP11-187C18.3
25121425	RP4-738P15.1
47119724	RP11-627D16.2
96581639	MIR4291
29456620	RPS17P1
96619365	RP11-53B5.1
45656241	RP11-266E16.1
47249731	AC087433.1
47534401	AC084882.1
96717879	RP11-231K24.2
29464858	XXbac-BPG13B8.10
45661987	RN7SL565P
25141803	RP4-738P15.4
47564794	RN7SKP139
53709366	RP11-456O19.2
45729709	RP11-7G23.4
25195334	Y_RNA
47566380	RP11-408J6.1
96800312	CYCSP24
25348911	PPIAP2
45733441	RP11-7G23.8
25591789	RNU6ATAC17P
47651627	CTD-2050N2.1
45737473	RP11-7G23.5
53728340	RP11-456O19.5
45755239	Y_RNA
53746625	SNORA73
45949232	RP11-436G20.1
25604681	ZNF337-AS1
96928571	RP11-2B6.3
55933496	MTRNR2L3
46042425	RP11-157L3.3
46042781	SNORA70
53750587	RP11-456O19.4
46048172	RN7SL722P
46113699	RP11-157L3.4
25635232	RN7SL594P
46117172	RP11-157L3.2
25650493	MED28P7
46117312	RP11-157L3.5
25714900	VN1R108P
46121006	RP11-157L3.1
25731854	RP13-401N8.1
46141564	Y_RNA
96938234	MIRLET7A1
46169973	RP11-157L3.6
53805843	RP11-456O19.3
25816621	RP13-401N8.3
46270841	RP11-292F9.1
54420457	Y_RNA
96938629	MIRLET7F1
25900135	CFTRP1
54539899	RP11-383D22.1
96938740	RP11-2B6.2
46334292	RP11-34H11.6
25936448	RP4-760C5.5
46359242	RP11-292F9.2
96938884	MIRLET7DHG
54624501	U3
25989427	RP4-760C5.3
46362605	Y_RNA
54695063	WDR7-OT1
46382965	RP11-34H11.5
54721813	LINC-ROR
25999468	CTD-2514C3.1
55966463	RBM38
46387012	RP11-34H11.3
214854	DOCK8
54803553	CTD-2526M8.3
46390070	RP11-34H11.1
126141933	DENND1A
54836846	CTD-2526M8.2
46577620	RP11-111F5.2
54951833	RNU6-737P
96941116	MIRLET7D
55103053	AC090340.1
26035291	FAM182A
46661242	RP11-111F5.3
55297534	RP11-35G9.3
46669135	RP11-111F5.1
46669492	SNORA70
96995760	snoU13
46674882	RN7SL544P
97007971	RNU6-677P
26084052	NCOR1P1
97049981	VDAC1P11
18822203	GREB1L
46685429	RP11-111F5.4
97094758	RP11-307E17.8
26113523	RP13-329D4.3
47689698	RP11-142J21.1
47817366	RP11-142J21.2
97100629	RP11-307E17.9
47844672	AC012050.1
47896077	RP11-552E10.1
97258557	RP11-533K9.3
48022341	CTD-2270N23.1
46687462	RP11-111F5.5
48095581	RP11-198M11.2
46698472	RP11-111F5.8
48176507	RP11-208K4.1
46706671	RP11-111F5.6
48236241	CTD-2007H18.1
46755557	RP11-96J15.1
48454002	AC066612.1
46786249	RP11-96J15.2
48481234	RP11-605F22.2
26167556	MIR663A
46826492	RP11-211N8.7
48484388	RP11-605F22.1
27838528	CYYR1
46843638	RP11-211N8.2
58438618	SYCP2
97270020	RNU6-669P
97317351	PCAT7
50534144	HDC
46842616	RP11-211N8.3
97572244	MIR2278
97586554	RP11-49O14.3
46912527	RBPJP7
97662711	RP11-49O14.2
97690833	RP11-54O15.3
46918098	RP11-211N8.5
46921026	RP11-211N8.6
46998213	ATP5A1P7
47001334	BX664724.4
19997017	TPTE2
47021337	BX664724.1
47249606	VN2R6P
26171625	RP3-410C9.2
29449474	RP4-610C12.2
29513582	RP4-610C12.4
65467783	RP11-101E5.1
29521637	RP4-610C12.3
63796793	USP3
65487273	FAM74A4
29543691	Y_RNA
45553044	ZBTB7C
35339403	AP000569.9
65496525	RP11-101E5.2
29558488	RP4-610C12.1
35445892	AP000320.7
29637162	AL441988.1
97847490	MIR23B
35507732	RPS5P2
29637799	MLLT10P1
97847727	MIR27B
28208066	ADAMTS1
29861973	DKKL1P1
97848296	MIR3074
55306687	RP11-35G9.5
29873120	RP5-854E16.2
97875990	RP11-80I15.4
65585692	RP11-203I2.1
55422626	RNU6-742P
29899106	RPL31P3
35552978	LINC00310
55505708	RSL24D1P11
29929174	HAUS6P2
29944673	RNA5SP480
29948578	DEFB117
55628463	RP11-693L9.2
29964122	SNORA40
30009239	DEFB122
55684016	AC090324.1
126763949	LHX2
55686021	HMGN1P30
55857066	RP11-718I15.1
30073581	LINC00028
65696702	RP11-237M21.1
23405069	RP11-467N20.5
56038798	RP11-845C23.2
97885803	RP11-80I15.1
30135307	RP3-324O17.4
56065895	RP11-845C23.3
97904731	RNA5SP288
30150969	HM13-IT1
97934777	snoU13
65880533	RP11-118H15.1
56083997	RP11-1151B14.2
98054620	RP11-173G21.1
30155510	HM13-AS1
30168892	RNU6-384P
98169272	RP11-435O5.7
56113507	RP11-1151B14.3
65973177	RBPJP2
30194989	MIR3193
98175549	MT1P1
56118306	MIR122
30274019	RP11-243J16.7
65978720	RP11-120E5.2
98177116	RP11-435O5.2
